Brand_name,Generic_name,que,side_effects
"Brisdelle, Paxil, Paxil CR, Pexeva"," paroxetine (pa ROX a teen), ","[['What is paroxetine?'], [' is an antidepressant that belongs to group of drugs called ', '. Paroxetine affects chemicals in the brain that may be unbalanced in people with depression, anxiety, or other disorders.']]","[[' (', '), ', ', ', ', ', ', ', ', ', ' (sometimes called L-tryptophan), ', ' (', ', ', ');'], ['a diuretic or ""water pill"";'], ['heart rhythm medicine;'], [' or AIDS medications;']]"
Paxil," , (pa ROX a teen), ","[['What is Paxil?'], ['Paxil (', ') is an antidepressant that belongs to group of drugs called ', '. Paroxetine affects chemicals in the brain that may be unbalanced in people with depression, anxiety, or other disorders.']]","[[' (', '), ', ', ', ', ', ', ', ', ', ' (sometimes called L-tryptophan), ', ' (', ', ', ');'], ['a diuretic or ""water pill"";'], ['heart rhythm medicine;'], [' or AIDS medications;']]"
"Solfoton, Luminal"," phenobarbital (FEE noe BAR bi tal), ","[['What is phenobarbital?'], ['Phenobarbital is a barbiturate (bar-BIT-chur-ate). Phenobarbital slows the activity of your brain and nervous system.']]","[['drowsiness, lack of energy;'], [' or spinning sensation;'], ['depressed mood;'], ['feeling restless or excited (especially in children or older adults);']]"
"AZO Urinary Pain Relief, Azo-Gesic, Azo-Standard, Baridium, Prodium, Pyridium, Re-Azo, Uricalm, "," phenazopyridine (fen AY zoe PIR i deen), ","[['What is phenazopyridine?'], ['Phenazopyridine is a pain reliever that affects the lower part of your urinary tract (bladder and urethra).']]","[[], [], [], []]"
Pepcid," , (fam OH ti deen), ","[['What is Pepcid?'], ['Pepcid (', ' is a histamine-2 blocker that works by decreasing the amount of acid the stomach produces.']]","[[';'], [';'], [';'], ['; or']]"
Percocet," , (a SEET a MIN oh fen and OX i KOE done), ","[['What is Percocet?'], ['Percocet contains a combination of ', ' and ', '. Oxycodone is an opioid pain medication. An opioid is sometimes called a narcotic. Acetaminophen is a less potent pain reliever that increases the effects of oxycodone.']]","[['dizziness, drowsiness, feeling tired;'], [';'], [', nausea, vomiting, stomach pain;'], ['blurred vision;']]"
Actos," pioglitazone (oral) (PYE o GLIT a zone), ","[['What is pioglitazone?'], ['Pioglitazone is used together with diet and exercise to improve blood sugar control in adults with type 2 ', '. Pioglitazone is not for treating ', '.']]","[['headache;'], ['muscle pain; or'], [' such as stuffy nose, sinus pain, sneezing, ', '.'], []]"
"Dilantin, Phenytek"," phenytoin (oral) (FEN i toyn), ","[['What is phenytoin?'], [' is an anti-epileptic drug, also called an ', '. Phenytoin works by slowing down impulses in the brain that cause seizures.']]","[['drowsiness, confusion;'], ['slurred speech;'], ['abnormal eye movement; or'], ['problems with balance or muscle movement.']]"
"Nasop, Sudafed PE, Sudogest PE, "," phenylephrine (oral) (FEN il EFF rin), ","[['What is phenylephrine?'], [' is a decongestant that is used to treat stuffy nose and sinus congestion caused by the ', ', ', ', or other ', '.']]","[[], [], [], []]"
"Plaquenil, Quineprox"," , (hye drox ee KLOR oh kwin), ","[['What is Plaquenil?'], ['Plaquenil (hydroxychloroquine) belongs to a group of medicines called ', '.']]","[['other medicines to treat malaria;'], ['an antibiotic or antifungal medicine;'], ['antiviral medicine to treat hepatitis or HIV/AIDS;'], ['antidepressants or antipsychotic medicines;']]"
Plavix," clopidogrel (kloe PID oh grel), ","[['What is Plavix?'], ['Plavix (', ') prevents platelets in your blood from sticking together to form an unwanted blood clot that could block an artery.']]","[['bleeding.'], [], [], []]"
"Kal Potassium 99, Klor-Con, K-Tab"," potassium chloride (poe TASS ee um), ","[['What is potassium chloride?'], [' is a mineral that is found in many foods and is needed for several functions of your body, especially the beating of your heart.']]","[['nausea, vomiting, diarrhea;'], ['gas, stomach pain; or'], ['the appearance of a potassium chloride tablet in your stool.'], []]"
"Lyrica, Lyrica CR"," pregabalin (pre GAB a lin), ","[['What is pregabalin?'], ['Pregabalin is an anti-epileptic drug, also called an anticonvulsant. It works by slowing down impulses in the brain that cause ', '. Pregabalin also affects chemicals in the brain that send pain signals across the nervous system.']]","[[', drowsiness;'], ['swelling in your hands and feet;'], ['trouble concentrating;'], ['increased appetite;']]"
"Mirapex, Mirapex ER"," pramipexole (pram i PEX ole), ","[['What is pramipexole?'], ['Pramipexole has some of the same effects as a chemical called ', ', which occurs naturally in your body. Low levels of dopamine in the brain are associated with ', '.']]","[[';'], ['; or'], ['medicine to treat mental illness, such as ', ', ', ', ', ', ', ', ', ', ', ', ', ', and others.'], []]"
Pradaxa," , (da BIG a tran), ","[['What is Pradaxa?'], ['Pradaxa (', ') is an anticoagulant (thrombin inhibitor) that helps prevent the formation of blood clots.']]","[['kidney disease;'], ['a ', ' that is inherited or caused by disease;'], ['a stomach ulcer; or'], ['if you have been taking ', '.']]"
Minipress," prazosin (PRA zoe sin), ","[['What is prazosin?'], ['Prazosin is used to treat hypertension (', '). Lowering blood pressure may lower your risk of a stroke or ', '.']]","[[';'], ['any other blood pressure medication;'], ['a diuretic or ""water pill""; or'], [' (', ') and other ', ' medicines.']]"
Pravachol," pravastatin (PRAV a STAT in), ","[['What is pravastatin?'], ['Pravastatin is in a group of drugs called HMG CoA reductase inhibitors, or ""statins.""']]","[['unexplained muscle pain, tenderness, or weakness;'], ['fever, unusual tiredness;'], ['dark colored urine;'], ['chest pain;']]"
"Flo-Pred, Millipred, Millipred DP, Orapred, Orapred ODT, Pediapred, Veripred 20, "," prednisolone (pred NIS oh lone), ","[['What is prednisolone?'], [' is a steroid that prevents the release of substances in the body that cause inflammation.']]","[[' (swelling in your hands or ankles);'], [', spinning sensation;'], ['changes in your menstrual periods;'], [';']]"
Premarin," , (oral) (KON joo gay ted ES troe jenz), ","[['What is Premarin?'], ['Premarin tablets contain ', ', a mixture of estrogen hormones. Estrogen is a female sex hormone produced by the ovaries. Estrogen is necessary for many processes in the body.']]","[['nausea, gas, stomach pain;'], ['headache, ', ';'], [', sleep problems (', ');'], ['breast pain; or']]"
Mysoline," primidone (PRIM i done), ","[['What is primidone?'], ['Primidone is an anticonvulsant medicine that is used to control ', '.']]","[[', drowsiness, spinning sensation;'], ['problems with balance or muscle movement;'], [', ', ', loss of appetite;'], ['feeling tired or irritable;']]"
"Rayos, Sterapred, Deltasone"," prednisone (PRED ni sone), ","[['What is prednisone?'], ['Prednisone is a corticosteroid. It prevents the release of substances in the body that cause inflammation. It also suppresses the immune system.']]","[['amphotericin B;'], ['cyclosporine;'], ['digoxin, digitalis;'], [""St. John's wort;""]]"
"FIRST Lansoprazole, Prevacid"," lansoprazole (lan SOE pra zol), ","[['What is Prevacid?'], ['Prevacid (', ') is a proton pump inhibitor. Lansoprazole decreases the amount of acid produced in the stomach.']]","[['Place a 15-milligram tablet into an oral syringe and draw 4 milliliters of water into the syringe. If using a 30-milligram tablet, draw 10 milliliters of water into the syringe.'], ['Shake the syringe gently until the tablet is dispersed. Then empty the syringe into your mouth within 15 minutes after mixing. Refill the syringe with water, shake gently, and empty into your mouth.'], ['The orally disintegrating tablet may also be given through a nasogastric (NG) feeding tube as follows: Disperse the tablet in an oral syringe as directed above. Then inject the mixture through the NG tube into the stomach within 15 minutes. Flush the tube with 5 more milliliters of water to wash the contents down.'], []]"
"FIRST Omeprazole, Omeprazole + SyrSpend SF Alka, Prilosec, Prilosec OTC"," omeprazole (oh MEP ra zol), ","[['What is Prilosec?'], ['Prilosec (', ') is a ', ' that decreases the amount of acid produced in the stomach.']]","[['stomach pain, gas;'], ['nausea, vomiting, diarrhea; or'], ['.'], []]"
", Pristiq"," desvenlafaxine (des VEN la FAX een), ","[['What is Pristiq?'], ['Pristiq ', ' is an antidepressant belonging to a group of drugs called ', ' (SNRIs). Desvenlafaxine affects chemicals in the brain that may be unbalanced in people with depression.']]","[['a blood thinner such as ', ', or other medicine used to prevents ', '; or'], [' - ', ', ', ' (', ', ', '), ', ' (', '), ', ', ', ', ', ', ', ', and others.'], [], []]"
"ProAir HFA, ProAir RespiClick, Proventil HFA, Ventolin HFA"," , (al BYOO ter all), ","[['What is  ProAir HFA?'], ['ProAir HFA is a bronchodilator that is used to treat or prevent bronchospasm in people with reversible obstructive airway disease. ', ' is also used to prevent exercise-induced bronchospasm.']]","[['any other inhaled medicines or ', ';'], [';'], ['a diuretic or ""water pill"";'], ['an antidepressant--', ', ', ', ', ', ', ', ', ', and others;']]"
,proe-klor-PER-a-zeen MAL-ee-ate,"[['Commonly used brand name(s)'], []]","[[], [], [], []]"
"First Progesterone MC10, Menopause Formula Progesterone, Prometrium"," progesterone (proe JESS te rone), ","[['What is progesterone?'], ['Progesterone is a female hormone important for the regulation of ovulation and menstruation.']]","[['drowsiness, dizziness;'], ['breast pain;'], ['mood changes;'], ['headache;']]"
"Diprivan, Propoven"," propofol (PROE poe fol), ","[['What is propofol?'], ['Propofol (Diprivan) slows the activity of your brain and nervous system.']]","[[], [], [], []]"
Prolia," , (Prolia) (den OH sue mab), ","[['What is Prolia?'], ['Prolia (denosumab) is a monoclonal antibody. Monoclonal antibodies are made to target and destroy only certain cells in the body. This may help to protect healthy cells from damage.']]","[['bladder infection (painful or difficult urination);'], ['back pain, muscle pain; or'], ['pain in your arms or legs.'], []]"
Phenergan," promethazine (oral) (pro METH a zeen), ","[['What is promethazine?'], ['Promethazine is in a group of drugs called phenothiazines (FEEN-oh-THYE-a-zeens). It works by changing the actions of chemicals in your brain. Promethazine also acts as an ', '. It blocks the effects of the naturally occurring chemical histamine in your body.']]","[['lithium (Eskalith, Lithobid);'], ['atropine (Atreza, Sal-Tropine), belladonna (Donnatal, and others), benztropine (Cogentin), dimenhydrinate (Dramamine), methscopolamine (Pamine), or scopolamine (Transderm-Scop);'], ['blood pressure medication such as guanadrel (Hylorel), guanethidine (Ismelin), propranolol (Inderal), and others;'], ['a blood thinner such as warfarin (Coumadin);']]"
"PROzac, PROzac Weekly, Sarafem, Rapiflux, Selfemra, PROzac Pulvules"," fluoxetine (floo OX e teen), ","[['What is Prozac?'], ['Prozac (fluoxetine) is a ', ' (SSRI) antidepressant. Fluoxetine affects chemicals in the brain that may be unbalanced in people with depression, panic, anxiety, or obsessive-compulsive symptoms.']]","[['any other antidepressant;'], [""St. John's Wort;""], ['tryptophan (sometimes called L-tryptophan);'], [' - warfarin, Coumadin, Jantoven;']]"
"Chlor Trimeton Nasal Decongestant, Contac Cold, Drixoral Decongestant Non-Drowsy, Elixsure Decongestant, Entex, Genaphed, Kid Kare Drops, Nasofed, Seudotabs, Silfedrine, Sudafed, Sudafed 12-Hour, Sudafed 24-Hour, Sudafed Children's Nasal Decongestant, Sudodrin, SudoGest, SudoGest 12 Hour, Suphedrin, Triaminic Softchews Allergy Congestion, Unifed"," pseudoephedrine (SOO doe ee FED rin), ","[['What is pseudoephedrine?'], ['Pseudoephedrine is a decongestant that shrinks blood vessels in the nasal passages. Dilated blood vessels can cause nasal congestion (stuffy nose).']]","[['blood pressure medications;'], ['a beta blocker such as atenolol (Tenormin, Tenoretic), carvedilol (Coreg), labetalol (Normodyne, Trandate), metoprolol (Dutoprol, Lopressor, Toprol), nadolol (Corgard), propranolol (Inderal, InnoPran), sotalol (Betapace), and others; or'], ['an antidepressant such as amitriptyline (Elavil, Vanatrip, Limbitrol), doxepin (Sinequan), nortriptyline (Pamelor), and others.'], []]"
"Hemangeol, Inderal LA, Inderal XL, InnoPran XL, Inderal"," propranolol (pro PRAN oh lol), ","[['What is propranolol?'], ['Propranolol is a beta-blocker. Beta-blockers affect the heart and circulation (blood flow through arteries and veins).']]","[['nausea, vomiting, diarrhea, constipation, stomach cramps;'], ['decreased sex drive, impotence, or difficulty having an orgasm;'], ['sleep problems (insomnia); or'], ['tired feeling.']]"
Protonix," , (oral/injection) (pan TOE pra zole), ","[['What is Protonix?'], ['Protonix ', ' is a proton pump inhibitor that decreases the amount of acid produced in the stomach.']]","[[', dizziness;'], ['stomach pain, gas, ', ', ', ', diarrhea;'], ['joint pain; or'], [', rash, or ', ' (most common in children).']]"
"AZO Urinary Pain Relief, Azo-Gesic, Azo-Standard, Baridium, Prodium, Pyridium, Re-Azo, Uricalm"," phenazopyridine (fen AY zoe PIR i deen), ","[['What is Pyridium?'], ['Pyridium (', ') is a pain reliever that affects the lower part of your urinary tract (bladder and urethra).']]","[[], [], [], []]"
"Complera, Odefsey"," , (em trye SYE ta been, RIL pi VIR een, and ten OF oh vir), ","[['What is Odefsey?'], ['Odefsey contains a combination of ', ', ', ', and ', '. Emtricitabine, rilpivirine, and tenofovir are antiviral medicines that prevent human immunodeficiency virus (HIV) from multiplying in your body. HIV-1 is the virus that causes AIDS (Acquired Immune Deficiency Syndrome).']]","[[' - fever, night sweats, swollen glands, diarrhea, weight loss;'], ['chest pain (especially when you breathe), dry cough, wheezing;'], ['cold sores, sores on your genital or anal area;'], ['feeling anxious or irritable, weakness or prickly feeling, problems with balance or eye movement;']]"
